tablet_name,bbox_glyph,mzl_label
P334357_o,"[140, 368, 192, 408]",10
P334357_o,"[106, 370, 143, 411]",839
P334357_o,"[68, 375, 109, 409]",552
P334357_o,"[25, 373, 75, 408]",490
P334357_o,"[54, 332, 105, 368]",358
P334357_o,"[107, 330, 163, 369]",812
P334357_o,"[162, 328, 202, 366]",661
P334357_o,"[222, 365, 278, 404]",362
P334357_o,"[205, 307, 228, 328]",1
P334357_o,"[226, 292, 262, 326]",495
P334357_o,"[19, 313, 38, 334]",1
P334357_o,"[35, 302, 88, 336]",24
P334357_o,"[85, 301, 144, 336]",260
P334357_o,"[143, 298, 183, 332]",552
P334357_o,"[180, 295, 212, 331]",839
P334357_o,"[124, 261, 189, 297]",24
P334357_o,"[185, 260, 219, 293]",552
P334357_o,"[214, 257, 239, 293]",839
P334357_o,"[233, 252, 270, 287]",736
P334357_o,"[204, 216, 264, 256]",260
P334357_o,"[22, 226, 71, 264]",567
P334357_o,"[60, 229, 89, 264]",661
P334357_o,"[90, 232, 116, 256]",1
P334357_o,"[109, 221, 184, 264]",663
P334357_o,"[175, 219, 206, 261]",631
P334357_o,"[72, 263, 128, 296]",142
P334357_o,"[20, 264, 75, 303]",560
P334357_o,"[246, 472, 280, 508]",567
P334357_o,"[194, 481, 247, 519]",474
P334357_o,"[151, 480, 194, 520]",591
P334357_r,"[40, 26, 79, 63]",596
P334357_r,"[218, 30, 269, 63]",599
P334357_r,"[41, 62, 86, 96]",71
P334357_r,"[82, 59, 111, 93]",851
P334357_r,"[107, 57, 167, 93]",258
P334357_r,"[162, 56, 235, 89]",736
P334357_r,"[55, 95, 84, 128]",464
P334357_r,"[81, 92, 130, 124]",10
P334357_r,"[129, 88, 176, 122]",266
P334357_r,"[174, 90, 209, 117]",113
P334357_r,"[203, 86, 242, 120]",380
P334357_r,"[240, 89, 280, 121]",260
P334357_r,"[104, 116, 166, 158]",181
P334357_r,"[163, 117, 206, 150]",358
P334357_r,"[208, 118, 241, 159]",89
P334357_r,"[245, 122, 288, 161]",567
P334357_r,"[166, 27, 222, 61]",248
P335598_o,"[115, 225, 225, 303]",495
P335598_o,"[126, 290, 235, 366]",567
P335598_o,"[269, 278, 374, 363]",110
P335598_o,"[223, 283, 275, 366]",252
P335598_o,"[363, 276, 467, 353]",599
P335598_o,"[147, 129, 281, 213]",112
P335598_o,"[276, 133, 324, 210]",252
P335598_o,"[316, 130, 417, 210]",110
P335598_o,"[403, 133, 497, 209]",599
P335598_o,"[488, 129, 565, 199]",358
P335598_o,"[380, 212, 474, 289]",469
P335598_o,"[176, 82, 283, 140]",736
P335598_o,"[276, 77, 368, 138]",501
P335598_o,"[361, 80, 432, 138]",754
P335598_o,"[431, 79, 496, 134]",869
P335598_o,"[214, 214, 285, 299]",258
P335598_o,"[276, 225, 388, 288]",111
P335598_r,"[287, 311, 403, 380]",110
P239304_o,"[97, 275, 186, 355]",808
P239304_o,"[178, 273, 230, 348]",578
P239304_o,"[249, 221, 414, 297]",750
P239304_o,"[314, 144, 447, 232]",223
P239304_o,"[52, 171, 217, 226]",490
P334311_r,"[351, 52, 412, 94]",839
P334311_r,"[311, 112, 418, 158]",112
P334311_r,"[93, 71, 194, 107]",380
P334311_r,"[200, 59, 283, 100]",89
P334311_r,"[280, 54, 340, 91]",839
P334311_r,"[54, 102, 139, 141]",10
P334311_r,"[139, 95, 214, 134]",112
P334311_r,"[221, 84, 325, 128]",589
P334311_r,"[49, 136, 145, 187]",566
P334311_r,"[253, 115, 310, 166]",578
P334311_r,"[141, 125, 250, 173]",85
P334311_r,"[45, 184, 116, 228]",252
P334311_r,"[51, 39, 100, 77]",748
P334311_r,"[84, 232, 124, 271]",10
P334311_r,"[118, 226, 169, 269]",464
P334311_r,"[157, 222, 211, 264]",567
P334311_r,"[208, 217, 276, 255]",490
P334311_r,"[113, 171, 189, 220]",298
P334311_r,"[327, 647, 416, 696]",754
P334311_r,"[55, 234, 93, 274]",859
P334311_r,"[36, 238, 58, 282]",748
P334311_r,"[35, 267, 95, 315]",720
P334311_r,"[81, 264, 139, 311]",812
P334311_r,"[131, 272, 157, 296]",1
P334311_r,"[151, 261, 204, 300]",724
P334311_r,"[194, 260, 216, 298]",748
P334311_r,"[208, 256, 275, 293]",490
P334311_r,"[341, 253, 385, 292]",498
P334311_r,"[310, 245, 347, 291]",753
P334311_r,"[264, 245, 317, 292]",808
P334311_r,"[80, 310, 131, 358]",120
P334311_r,"[124, 304, 204, 355]",567
P334311_r,"[189, 307, 245, 348]",255
P334311_r,"[33, 326, 55, 369]",748
P334311_r,"[105, 426, 185, 473]",142
P334311_r,"[340, 403, 419, 449]",589
P334311_r,"[78, 391, 133, 442]",596
P334311_r,"[32, 398, 90, 447]",181
P334311_r,"[47, 437, 111, 480]",495
P334311_r,"[305, 296, 375, 338]",176
P334311_r,"[130, 385, 202, 429]",142
P334311_r,"[194, 377, 247, 420]",10
P334311_r,"[30, 362, 75, 406]",808
P334311_r,"[69, 350, 126, 395]",543
P334311_r,"[157, 508, 224, 567]",567
P334311_r,"[229, 502, 289, 558]",869
P334311_r,"[279, 496, 354, 561]",89
P334311_r,"[347, 490, 400, 557]",548
P334311_r,"[129, 623, 222, 679]",110
P334311_r,"[233, 621, 272, 669]",839
P334311_r,"[320, 608, 374, 656]",839
P334311_r,"[54, 637, 123, 688]",808
P334311_r,"[49, 587, 125, 636]",808
P334311_r,"[28, 594, 57, 643]",748
P334311_r,"[29, 639, 59, 693]",748
P334311_r,"[220, 708, 310, 761]",753
P334311_r,"[271, 558, 382, 615]",111
P334311_r,"[308, 693, 400, 751]",111
P334311_r,"[279, 653, 329, 716]",839
P334311_r,"[136, 578, 229, 634]",808
P334311_r,"[341, 330, 421, 368]",556
P334311_r,"[315, 361, 355, 419]",859
P334311_r,"[243, 368, 327, 417]",120
P334311_r,"[350, 365, 411, 410]",815
P334311_r,"[260, 330, 339, 373]",561
P334311_r,"[210, 411, 324, 462]",350
P334311_r,"[50, 476, 94, 523]",724
P334311_r,"[86, 471, 110, 520]",748
P334311_r,"[104, 469, 166, 516]",14
P334311_r,"[223, 453, 295, 509]",380
P334311_r,"[287, 451, 339, 501]",464
P334311_r,"[131, 523, 168, 557]",1
P334311_r,"[81, 524, 135, 577]",812
P334311_r,"[224, 752, 285, 810]",869
P334311_r,"[279, 744, 412, 797]",112
P334311_r,"[343, 801, 416, 849]",252
P334311_r,"[146, 760, 232, 820]",164
P334311_r,"[33, 836, 93, 872]",1
P334311_r,"[87, 823, 159, 882]",724
P334311_r,"[150, 818, 189, 878]",748
P334311_r,"[274, 809, 349, 871]",181
P334311_r,"[178, 815, 276, 868]",172
P334311_r,"[31, 777, 146, 836]",313
P334311_r,"[81, 718, 215, 780]",889
P334311_r,"[154, 662, 291, 714]",733
P334311_r,"[29, 678, 166, 736]",833
P334311_r,"[361, 86, 381, 133]",748
P334311_r,"[375, 88, 402, 133]",748
P334311_o,"[199, 42, 299, 89]",266
P334311_o,"[302, 42, 340, 76]",839
P334311_o,"[338, 35, 405, 79]",380
P334311_o,"[57, 235, 146, 284]",142
P334311_o,"[170, 217, 242, 270]",98
P334311_o,"[146, 44, 203, 88]",596
P334311_o,"[33, 59, 57, 93]",748
P334311_o,"[31, 91, 59, 134]",748
P334311_o,"[52, 81, 141, 127]",16
P334311_o,"[158, 78, 245, 116]",89
P334311_o,"[292, 71, 341, 117]",839
P334311_o,"[354, 67, 396, 107]",839
P334311_o,"[161, 107, 260, 151]",89
P334311_o,"[34, 128, 56, 168]",748
P334311_o,"[53, 118, 142, 166]",14
P334311_o,"[52, 156, 135, 201]",110
P334311_o,"[96, 191, 154, 234]",711
P334311_o,"[55, 195, 108, 237]",10
P334311_o,"[32, 167, 54, 206]",748
P334311_o,"[33, 207, 52, 250]",748
P334311_o,"[322, 97, 404, 141]",836
P334311_o,"[157, 141, 261, 186]",259
P334311_o,"[304, 138, 392, 178]",111
P334311_o,"[329, 171, 406, 213]",110
P334311_o,"[323, 208, 410, 257]",86
P334311_o,"[151, 178, 256, 227]",535
P334311_o,"[254, 169, 331, 230]",292
P334311_o,"[32, 247, 55, 296]",748
P334311_o,"[31, 288, 58, 333]",748
P334311_o,"[65, 280, 159, 315]",1
P334311_o,"[164, 254, 295, 300]",92
P334311_o,"[292, 246, 413, 309]",754
P334311_o,"[30, 331, 56, 381]",748
P334311_o,"[53, 310, 120, 368]",164
P334311_o,"[121, 300, 243, 358]",490
P334311_o,"[244, 285, 299, 331]",579
P334311_o,"[343, 268, 387, 319]",628
P334311_o,"[364, 313, 412, 373]",869
P334311_o,"[300, 326, 365, 393]",754
P334311_o,"[32, 384, 54, 416]",748
P334311_o,"[47, 367, 81, 413]",10
P334311_o,"[76, 364, 116, 412]",464
P334311_o,"[112, 351, 204, 405]",266
P334311_o,"[195, 336, 302, 396]",535
P334311_o,"[31, 407, 93, 458]",10
P334311_o,"[91, 405, 149, 435]",112
P334311_o,"[150, 390, 229, 431]",589
P334311_o,"[33, 447, 95, 491]",566
P334311_o,"[165, 422, 245, 471]",238
P334311_o,"[246, 413, 305, 460]",552
P334311_o,"[304, 409, 333, 455]",839
P334311_o,"[337, 403, 400, 446]",380
P334311_o,"[89, 433, 165, 482]",248
P334311_o,"[170, 467, 245, 512]",490
P334311_o,"[239, 460, 307, 514]",380
P334311_o,"[296, 452, 367, 506]",720
P334311_o,"[358, 440, 417, 485]",812
P334311_o,"[101, 477, 176, 523]",15
P334311_o,"[80, 486, 107, 531]",851
P334311_o,"[34, 490, 73, 533]",469
P334311_o,"[88, 519, 161, 562]",495
P334311_o,"[168, 504, 285, 557]",514
P334311_o,"[85, 557, 167, 606]",464
P334311_o,"[165, 551, 248, 598]",567
P334311_o,"[254, 539, 339, 589]",490
P334311_o,"[340, 536, 406, 582]",380
P334311_o,"[304, 489, 419, 544]",705
P334311_o,"[28, 569, 86, 619]",807
P334311_o,"[29, 624, 58, 675]",748
P334311_o,"[49, 617, 123, 669]",10
P334311_o,"[116, 604, 193, 662]",596
P334311_o,"[218, 595, 303, 649]",292
P334311_o,"[326, 585, 403, 634]",110
P334311_o,"[28, 674, 60, 722]",748
P334311_o,"[56, 654, 203, 710]",598
P334311_o,"[202, 640, 311, 688]",437
P334311_o,"[304, 625, 416, 676]",635
P334311_o,"[31, 718, 59, 761]",748
P334311_o,"[55, 704, 138, 756]",164
P334311_o,"[317, 659, 412, 735]",381
P334311_o,"[158, 689, 284, 750]",379
P334311_o,"[33, 754, 88, 802]",10
P334311_o,"[92, 743, 175, 789]",112
P334311_o,"[168, 733, 241, 783]",589
P334311_o,"[342, 722, 360, 768]",748
P334311_o,"[352, 725, 370, 767]",748
P334311_o,"[364, 715, 400, 770]",748
P334311_o,"[34, 788, 93, 841]",566
P334311_o,"[95, 787, 140, 833]",839
P334311_o,"[139, 772, 232, 824]",736
P334311_o,"[226, 765, 316, 825]",242
P334311_o,"[299, 754, 377, 817]",598
P334311_o,"[371, 755, 414, 811]",869
P334311_o,"[32, 834, 76, 884]",808
P334311_o,"[72, 821, 132, 880]",543
P334311_o,"[131, 817, 219, 869]",490
P334311_o,"[370, 813, 418, 858]",380
P334311_o,"[321, 808, 380, 858]",111
P334311_o,"[265, 821, 324, 859]",552
P334311_o,"[213, 821, 259, 871]",576
P336643_o,"[354, 172, 417, 227]",113
P336643_o,"[341, 229, 424, 285]",10
P336643_o,"[209, 276, 337, 356]",110
P336643_o,"[353, 283, 428, 344]",839
P336643_o,"[471, 257, 530, 326]",839
P336643_o,"[114, 357, 221, 414]",10
P336643_o,"[243, 357, 373, 400]",1
P336643_o,"[467, 307, 545, 364]",113
P336643_o,"[52, 374, 109, 431]",748
P336643_o,"[464, 491, 567, 546]",754
P336643_o,"[125, 516, 173, 563]",661
P336643_o,"[166, 512, 200, 562]",661
P336643_o,"[54, 463, 88, 508]",748
P336643_o,"[84, 462, 146, 507]",10
P336643_o,"[145, 463, 232, 502]",754
P336643_o,"[406, 425, 569, 480]",580
P336643_o,"[297, 432, 393, 490]",298
P336643_o,"[194, 409, 244, 459]",10
P336643_o,"[80, 413, 127, 458]",10
P336643_o,"[113, 415, 151, 460]",661
P336643_o,"[139, 410, 204, 460]",180
P336643_o,"[237, 404, 287, 453]",89
P336643_o,"[358, 384, 420, 437]",10
P336643_o,"[46, 515, 136, 562]",92
P336643_o,"[494, 368, 547, 438]",10
K01057_o,"[122, 60, 242, 118]",110
K01057_o,"[221, 61, 371, 123]",266
K01057_o,"[391, 63, 497, 112]",164
K01057_o,"[513, 58, 589, 121]",861
K01057_o,"[54, 117, 173, 191]",18
K01057_o,"[142, 118, 267, 183]",24
K01057_o,"[264, 117, 327, 179]",748
K01057_o,"[201, 170, 289, 244]",98
K01057_o,"[48, 190, 137, 269]",812
K01057_o,"[122, 192, 214, 250]",736
K01057_o,"[274, 177, 341, 248]",839
K01057_o,"[328, 179, 429, 238]",110
K01057_o,"[401, 165, 516, 240]",266
K01057_o,"[509, 174, 573, 233]",164
K01057_o,"[408, 242, 471, 311]",839
K01057_o,"[453, 243, 550, 313]",110
K01057_o,"[60, 325, 152, 408]",164
K01057_o,"[148, 319, 282, 400]",260
K01057_o,"[400, 302, 524, 383]",111
K01057_o,"[129, 253, 226, 322]",10
K01057_o,"[66, 397, 153, 473]",596
K01057_o,"[128, 395, 178, 465]",661
K01057_o,"[159, 401, 227, 465]",748
K01057_o,"[194, 399, 314, 474]",254
K01057_o,"[316, 384, 432, 459]",498
K01057_o,"[519, 373, 613, 461]",350
K01057_o,"[427, 383, 512, 457]",851
K01057_o,"[131, 478, 210, 562]",578
K01057_r,"[60, 391, 196, 464]",252
K01057_r,"[204, 384, 313, 492]",851
K01057_r,"[325, 392, 463, 474]",358
K01057_r,"[468, 378, 587, 479]",812
K01057_r,"[67, 308, 138, 374]",1
K01057_r,"[142, 297, 327, 389]",85
K01057_r,"[316, 303, 401, 397]",464
K01057_r,"[214, 207, 351, 298]",252
K01057_r,"[142, 207, 212, 293]",839
K01057_r,"[158, 113, 232, 185]",869
K01057_o,"[204, 472, 291, 562]",631
K01057_o,"[194, 564, 335, 635]",172
K01057_o,"[295, 111, 358, 176]",631
K01057_o,"[335, 112, 441, 174]",491
K01057_o,"[521, 119, 594, 172]",495
K01057_o,"[444, 115, 525, 163]",143
K01057_o,"[303, 308, 407, 399]",828
K01057_o,"[316, 235, 414, 319]",544
K01057_o,"[203, 238, 327, 317]",887
K01057_o,"[55, 256, 143, 335]",11
K01057_o,"[50, 58, 117, 119]",839
P336716_o,"[32, 42, 131, 149]",748
P336716_o,"[119, 47, 279, 109]",10
P336716_o,"[272, 46, 369, 115]",120
P336716_o,"[76, 126, 181, 212]",859
P336716_o,"[174, 114, 305, 205]",567
P336716_o,"[261, 141, 287, 195]",748
P336716_o,"[280, 138, 329, 189]",748
P336716_o,"[330, 109, 387, 204]",748
P336716_o,"[381, 106, 529, 192]",292
P336716_o,"[532, 109, 613, 191]",839
P336716_o,"[609, 108, 694, 181]",839
P336716_o,"[90, 225, 201, 303]",737
P336716_o,"[189, 222, 320, 286]",252
P336716_o,"[116, 297, 249, 379]",567
P336716_o,"[559, 252, 706, 349]",380
P336716_o,"[440, 263, 515, 329]",661
P336716_o,"[254, 280, 442, 362]",86
P336716_o,"[316, 193, 499, 280]",514
P314346_o,"[198, 252, 324, 309]",754
P314346_o,"[98, 251, 214, 315]",553
P314346_o,"[65, 313, 138, 373]",89
P314346_o,"[128, 311, 177, 364]",839
P314346_o,"[163, 310, 253, 361]",248
P314346_o,"[249, 301, 331, 359]",598
P314346_o,"[79, 365, 155, 422]",164
P314346_o,"[148, 367, 200, 424]",861
P314346_o,"[186, 364, 259, 417]",89
P314346_o,"[257, 362, 298, 413]",839
P314346_o,"[173, 201, 218, 256]",869
P314346_o,"[214, 198, 256, 259]",839
P314346_o,"[246, 197, 314, 253]",490
P314346_o,"[313, 191, 373, 247]",98
P314346_o,"[117, 196, 176, 252]",117
P314346_o,"[169, 144, 259, 195]",540
P314346_o,"[176, 411, 248, 470]",89
P314346_o,"[247, 413, 289, 466]",839
P314346_o,"[138, 424, 185, 474]",869
P314346_o,"[95, 421, 149, 472]",596
P314346_o,"[282, 404, 361, 463]",540
P314346_o,"[95, 473, 142, 520]",859
P314346_o,"[139, 475, 177, 524]",748
P314346_o,"[163, 470, 231, 527]",11
P314346_o,"[217, 465, 269, 519]",92
P314346_o,"[260, 461, 336, 520]",292
P314346_o,"[315, 467, 376, 517]",110
P314346_o,"[131, 525, 177, 575]",839
P314346_o,"[167, 526, 233, 575]",110
P314346_o,"[221, 521, 288, 572]",808
P314346_o,"[310, 518, 374, 574]",552
P314346_o,"[367, 519, 410, 564]",113
P314346_o,"[122, 575, 167, 627]",859
P314346_o,"[161, 576, 200, 621]",839
P314346_o,"[193, 576, 249, 625]",111
P314346_o,"[243, 574, 304, 632]",498
P314346_o,"[288, 577, 351, 625]",464
P314346_o,"[256, 622, 339, 669]",258
P314346_o,"[242, 666, 336, 712]",258
P335608_o,"[1178, 453, 1288, 512]",514
P335608_o,"[1178, 513, 1283, 560]",514
P335608_o,"[568, 503, 629, 555]",10
P335608_o,"[1173, 362, 1243, 431]",754
P335608_o,"[1101, 358, 1177, 424]",501
P335608_o,"[1039, 363, 1107, 420]",736
P335608_o,"[1013, 368, 1058, 422]",839
P335608_o,"[1281, 400, 1340, 457]",839
P335608_o,"[1608, 389, 1730, 441]",754
P335608_o,"[1412, 442, 1468, 502]",839
P335608_o,"[1462, 444, 1593, 492]",736
P335608_o,"[624, 498, 719, 553]",570
P335608_o,"[1072, 460, 1182, 529]",552
P335608_o,"[994, 474, 1079, 535]",693
P335608_o,"[1410, 496, 1471, 557]",839
P335608_o,"[1685, 482, 1807, 535]",754
P335608_o,"[1305, 561, 1354, 616]",839
P335608_o,"[1348, 549, 1413, 606]",112
P335608_o,"[1407, 547, 1487, 604]",514
P335608_o,"[1608, 539, 1686, 596]",736
P335608_o,"[1563, 543, 1614, 605]",839
P335608_o,"[1684, 533, 1760, 593]",501
P335608_o,"[1757, 530, 1815, 595]",754
P335608_o,"[1412, 607, 1467, 664]",839
P335608_o,"[1461, 605, 1595, 655]",736
P335608_o,"[1591, 593, 1691, 654]",501
P335608_o,"[1690, 591, 1813, 645]",754
P335608_o,"[1416, 662, 1471, 715]",839
P335608_o,"[1465, 649, 1591, 708]",736
P335608_o,"[1589, 650, 1695, 701]",501
P335608_o,"[1692, 646, 1803, 698]",754
P335608_o,"[971, 527, 1068, 579]",736
P335608_o,"[1063, 521, 1181, 569]",252
P335608_o,"[883, 532, 980, 586]",258
P335608_o,"[1414, 711, 1468, 763]",839
P335608_o,"[1460, 706, 1590, 759]",736
P335608_o,"[1584, 694, 1697, 753]",501
P335608_o,"[1691, 692, 1810, 745]",754
P335608_o,"[1416, 765, 1473, 818]",839
P335608_o,"[1466, 757, 1587, 810]",736
P335608_o,"[1585, 749, 1700, 803]",501
P335608_o,"[1692, 742, 1809, 798]",754
P335608_o,"[1806, 737, 1851, 790]",869
P335608_o,"[1130, 844, 1181, 902]",839
P335608_o,"[1178, 838, 1271, 885]",112
P335608_o,"[1270, 826, 1373, 885]",514
P335608_o,"[1059, 842, 1133, 899]",89
P335608_o,"[1480, 813, 1542, 874]",839
P335608_o,"[1368, 817, 1481, 880]",90
P335608_o,"[1529, 804, 1635, 871]",736
P335608_o,"[1631, 802, 1723, 859]",501
P335608_o,"[1722, 799, 1813, 861]",754
P335608_o,"[770, 918, 859, 973]",495
P335608_o,"[860, 913, 922, 972]",748
P335608_o,"[895, 905, 956, 963]",661
P335608_o,"[952, 899, 1037, 957]",640
P335608_o,"[1027, 900, 1099, 952]",711
P335608_o,"[1103, 900, 1143, 960]",748
P335608_o,"[1137, 898, 1217, 947]",221
P335608_o,"[1214, 881, 1286, 951]",552
P335608_o,"[1287, 887, 1358, 947]",10
P335608_o,"[1351, 878, 1443, 940]",514
P335608_o,"[1441, 871, 1535, 940]",90
P335608_o,"[1532, 870, 1583, 938]",839
P335608_o,"[1570, 869, 1659, 918]",736
P335608_o,"[1653, 863, 1734, 920]",501
P335608_o,"[1301, 719, 1415, 773]",90
P335608_o,"[715, 978, 779, 1040]",164
P335608_o,"[901, 967, 973, 1019]",514
P335608_o,"[1040, 959, 1083, 1016]",839
P335608_o,"[1077, 958, 1144, 1010]",736
P335608_o,"[1145, 952, 1213, 1012]",501
P335608_o,"[1214, 953, 1261, 1010]",754
P335608_o,"[1257, 944, 1297, 1002]",869
P335608_o,"[1289, 948, 1318, 1006]",748
P335608_o,"[1313, 946, 1372, 1004]",498
P335608_o,"[775, 966, 826, 1035]",350
P335608_o,"[1367, 943, 1432, 999]",259
P335608_o,"[1480, 944, 1520, 1000]",839
P335608_o,"[1513, 942, 1556, 997]",839
P335608_o,"[1426, 931, 1483, 1001]",561
P335608_o,"[1552, 927, 1613, 995]",514
P335608_o,"[1658, 929, 1695, 992]",839
P335608_o,"[1681, 922, 1741, 974]",736
P335608_o,"[798, 1034, 868, 1085]",754
P335608_o,"[711, 1036, 793, 1088]",501
P335608_o,"[871, 1025, 938, 1071]",869
P335608_o,"[938, 1021, 992, 1076]",748
P335608_o,"[992, 1018, 1046, 1075]",859
P335608_o,"[1043, 1009, 1139, 1065]",580
P335608_o,"[1138, 1007, 1234, 1060]",812
P335608_o,"[1236, 998, 1362, 1051]",514
P335608_o,"[1474, 995, 1528, 1054]",839
P335608_o,"[1523, 991, 1639, 1047]",736
P335608_o,"[1636, 986, 1732, 1042]",501
P335608_o,"[1017, 1069, 1079, 1114]",1
P335608_o,"[789, 1085, 838, 1137]",851
P335608_o,"[837, 1068, 917, 1125]",309
P335608_o,"[912, 1074, 1018, 1131]",142
P335608_o,"[710, 1088, 786, 1150]",469
P335608_o,"[1077, 1061, 1180, 1112]",71
P335608_o,"[1163, 1051, 1228, 1110]",579
P335608_o,"[1310, 1044, 1420, 1099]",127
P335608_o,"[1421, 1050, 1567, 1079]",1
P335608_o,"[1560, 1029, 1618, 1087]",578
P335608_o,"[1619, 1035, 1690, 1087]",856
P335608_o,"[1030, 1122, 1074, 1183]",839
P335608_o,"[1065, 1119, 1125, 1175]",736
P335608_o,"[1120, 1114, 1184, 1176]",501
P335608_o,"[1176, 1111, 1229, 1169]",754
P335608_o,"[1220, 1106, 1258, 1160]",869
P335608_o,"[1249, 1105, 1278, 1161]",748
P335608_o,"[1425, 1142, 1484, 1206]",839
P335608_o,"[1282, 442, 1409, 505]",90
P335608_o,"[1278, 500, 1407, 560]",90
P335608_o,"[1811, 423, 1857, 484]",869
P335608_o,"[1479, 546, 1566, 608]",90
P335608_o,"[1292, 608, 1413, 672]",90
P335608_o,"[1293, 662, 1413, 719]",90
P335608_o,"[1302, 768, 1422, 826]",90
P335608_o,"[1271, 1104, 1330, 1158]",164
P335608_o,"[1361, 989, 1476, 1047]",90
P335608_o,"[1324, 1095, 1390, 1148]",812
P335608_o,"[1385, 1084, 1468, 1151]",14
P335608_o,"[1452, 1080, 1511, 1142]",578
P335608_o,"[1503, 1082, 1580, 1144]",514
P335608_o,"[857, 1134, 912, 1185]",10
P335608_o,"[906, 1131, 979, 1187]",514
P335608_o,"[829, 1193, 886, 1246]",839
P335608_o,"[792, 1195, 830, 1235]",661
P335608_o,"[887, 1188, 919, 1249]",748
P335608_o,"[918, 1184, 1004, 1242]",223
P335608_o,"[997, 1175, 1093, 1238]",14
P335608_o,"[1085, 1171, 1143, 1236]",839
P335608_o,"[1140, 1170, 1213, 1233]",839
P335608_o,"[1217, 1153, 1328, 1214]",514
P335608_o,"[1323, 1138, 1432, 1211]",90
P335608_o,"[1469, 1140, 1588, 1201]",736
P335608_o,"[1687, 1136, 1804, 1193]",754
P335608_o,"[314, 1227, 368, 1275]",1
P335608_o,"[365, 1220, 446, 1273]",71
P335608_o,"[593, 1204, 661, 1256]",112
P335608_o,"[655, 1200, 721, 1252]",812
P335608_o,"[251, 1275, 331, 1331]",14
P335608_o,"[481, 1270, 527, 1327]",839
P335608_o,"[519, 1265, 581, 1324]",736
P335608_o,"[1038, 1237, 1082, 1291]",839
P335608_o,"[1069, 1234, 1128, 1292]",736
P335608_o,"[1124, 1231, 1190, 1293]",501
P335608_o,"[1182, 1226, 1227, 1294]",754
P335608_o,"[1219, 1221, 1268, 1281]",869
P335608_o,"[1261, 1220, 1290, 1284]",748
P335608_o,"[1285, 1216, 1336, 1285]",10
P335608_o,"[1333, 1206, 1416, 1274]",15
P335608_o,"[1409, 1201, 1478, 1267]",112
P335608_o,"[247, 1339, 288, 1393]",839
P335608_o,"[281, 1328, 355, 1390]",599
P335608_o,"[356, 1333, 417, 1383]",1
P335608_o,"[864, 1304, 937, 1352]",255
P335608_o,"[943, 1300, 1063, 1353]",266
P335608_o,"[1054, 1296, 1092, 1361]",748
P335608_o,"[1155, 1290, 1242, 1348]",736
P335608_o,"[1240, 1282, 1335, 1338]",252
P335608_o,"[1337, 1270, 1438, 1330]",514
P335608_o,"[1434, 1264, 1520, 1335]",90
P335608_o,"[1082, 1294, 1171, 1360]",180
P335608_o,"[1803, 1304, 1873, 1365]",737
P335608_o,"[157, 1397, 216, 1446]",10
P335608_o,"[353, 1385, 402, 1441]",711
P335608_o,"[397, 1387, 448, 1447]",839
P335608_o,"[431, 1389, 497, 1440]",736
P335608_o,"[492, 1385, 559, 1439]",501
P335608_o,"[558, 1384, 602, 1434]",754
P335608_o,"[599, 1379, 634, 1429]",869
P335608_o,"[637, 1380, 668, 1434]",748
P335608_o,"[725, 1373, 811, 1424]",24
P335608_o,"[818, 1371, 859, 1424]",839
P335608_o,"[858, 1367, 911, 1423]",839
P335608_o,"[916, 1365, 944, 1419]",748
P335608_o,"[941, 1360, 1012, 1415]",10
P335608_o,"[1009, 1358, 1050, 1423]",859
P335608_o,"[1042, 1360, 1096, 1417]",120
P335608_o,"[1087, 1356, 1151, 1421]",99
P335608_o,"[1139, 1339, 1191, 1418]",110
P335608_o,"[1186, 1348, 1237, 1413]",839
P335608_o,"[1231, 1343, 1282, 1411]",839
P335608_o,"[1270, 1339, 1333, 1400]",736
P335608_o,"[1329, 1338, 1395, 1401]",501
P335608_o,"[1390, 1335, 1436, 1397]",754
P335608_o,"[1432, 1337, 1477, 1385]",869
P335608_o,"[1477, 1328, 1537, 1385]",112
P335608_o,"[1129, 789, 1177, 842]",839
P335608_o,"[1068, 791, 1125, 842]",839
P335608_o,"[283, 902, 321, 950]",839
P335608_o,"[321, 901, 396, 955]",599
P335608_o,"[822, 970, 908, 1021]",261
P335608_o,"[787, 1143, 864, 1190]",736
P335608_o,"[971, 1127, 1032, 1184]",90
P335608_o,"[1576, 1082, 1635, 1136]",112
P335608_o,"[969, 960, 1039, 1023]",90
P335608_o,"[441, 1215, 501, 1265]",579
P335608_o,"[357, 1274, 429, 1331]",514
P335608_o,"[312, 1281, 358, 1328]",578
P335608_o,"[575, 1265, 648, 1312]",501
P335608_o,"[678, 1260, 713, 1312]",869
P335608_o,"[642, 1260, 685, 1319]",754
P335608_o,"[924, 1242, 995, 1291]",514
P335608_o,"[982, 1236, 1041, 1294]",90
P335608_o,"[293, 1446, 348, 1493]",839
P335608_o,"[339, 1432, 422, 1498]",599
P335608_o,"[493, 1434, 563, 1489]",469
P335608_o,"[559, 1431, 682, 1483]",541
P335608_o,"[679, 1428, 797, 1484]",754
P335608_o,"[800, 1421, 925, 1474]",490
P335608_o,"[924, 1412, 1056, 1468]",541
P335608_o,"[1063, 1409, 1187, 1449]",1
P335608_o,"[1185, 1402, 1286, 1460]",71
P335608_o,"[1286, 1397, 1379, 1453]",252
P335608_o,"[1374, 1396, 1469, 1451]",142
P335608_o,"[291, 1491, 398, 1546]",111
P335608_o,"[402, 1485, 507, 1541]",514
